title,duration,link,genre,description
Spider-Man (Shorts),,https://www.hotstar.com/in/tv/spiderman-shorts/1260015301,"Kids, Superhero, Marvel","After being bitten by a radioactive spider, Peter uses the five steps of scientific method to diagno ..."
The New Adventures Of Winnie The Pooh,,https://www.hotstar.com/in/tv/the-new-adventures-of-winnie-the-pooh/1260015272,"Kids, Disney","Winnie the Pooh and his friends encounter exciting adventures in the Hundred Acre Wood, a timeless p ..."
Timon & Pumbaa,,https://www.hotstar.com/in/tv/timon-pumbaa/1260015081,"Kids, Disney","Set after the events of The Lion King, the series involves the fun misadventures of Timon, a meerkat ..."
Frozen II,1 hr 44 min,https://www.hotstar.com/in/movies/frozen-ii/1260022015,"Musical, Kids, English, Hindi, Tamil, Telugu, 2019","Why was Elsa born with magical powers? Together with Anna, Kristoff, Olaf, and Sven, she sets out on ..."
Toy Story 4,1 hr 40 min,https://www.hotstar.com/in/movies/toy-story-4/1260015326,"Family, Comedy, Kids, English, Hindi, Tamil, Telugu, 2019","When a new toy called Forky joins Woody and the gang, a road trip alongside old and new friends reve ..."
Marvel's Guardians Of The Galaxy (Series),,https://www.hotstar.com/in/tv/marvels-guardians-of-the-galaxy-series/1260014889,"Kids, Superhero, Marvel",The adventures of a band of space warriors who work to protect the universe from the evil overlord T ...
Tangled: The Series,,https://www.hotstar.com/in/tv/tangled-the-series/1260015258,"Kids, Disney",Rapunzel escapes from the palace since she finds it hard to adapt to the royal lifestyle. Together w ...
Doc McStuffins,,https://www.hotstar.com/in/tv/doc-mcstuffins/1260015119,"Family, Kids, Disney","With the help of her stuffed animal friends, Doc McStuffins runs a clinic for toys out of her playho ..."
The Incredible Hulk,,https://www.hotstar.com/in/tv/the-incredible-hulk/1260015300,"Kids, Superhero, Marvel",A nuclear scientist is afflicted with the tendency to change into a powerful green monster under str ...
Mickey Mouse Roadster Racers,,https://www.hotstar.com/in/tv/mickey-mouse-roadster-racers/1260015302,"Kids, Disney",Mickey Mouse and his pals take their unique transforming vehicles on humorous high-spirited races ar ...
Mickey Mouse (Shorts),,https://www.hotstar.com/in/tv/mickey-mouse-shorts/1260014883,"Comedy, Kids, Disney",Mickey and his friends find themselves in different contemporary settings as they explore and experi ...
Dave The Barbarian,,https://www.hotstar.com/in/tv/dave-the-barbarian/1260015270,"Comedy, Kids, Disney","Follow Dave, one incredibly unusual barbarian, who's more interested in raising his family and cooki ..."
No lockdown in 5 cities of UP: SC puts HC's order on h ...,47 sec,https://www.hotstar.com/in/news/no-lockdown-in-5-cities-of-up-sc-puts-hcs-order-on-hold/1343241841,,The Supreme Court on Tuesday put on hold the Allahadad High Court's order directing the Uttar Prades ...
"Centre should give money to migrants fleeing again, say ...",4 min,https://www.hotstar.com/in/news/centre-should-give-money-to-migrants-fleeing-again-says-rahul-gandhi-as-thousands-leave-delhi/1804056607,,"In a tweet on Tuesday, Rahul Gandhi wrote, ""Migrants are fleeing once again."
COVID-19: UK adds India to travel 'red list',5 min,https://www.hotstar.com/in/news/covid19-uk-adds-india-to-travel-red-list/1804056605,,"Meanwhile, British Prime Minister Boris Johnson also cancelled his planned visit to India next week ..."
"India reports 2,59,000 new Covid cases in last 24 hours",2 min,https://www.hotstar.com/in/news/india-reports-259000-new-covid-cases-in-last-24-hours/1111453885,,"A day after 2.7 lakh active cases were reported, India now has reported 2,59,170 new COVID-19 cases, ..."
PM Modi to chair meeting with vaccine manufacturers,1 min,https://www.hotstar.com/in/news/pm-modi-to-chair-meeting-with-vaccine-manufacturers/1343241728,,Prime Minister Narendra Modi will chair a meeting with vaccine manufacturers via video conferencing ...
"Maharashtra reports 58,924 new Covid-19 cases",48 sec,https://www.hotstar.com/in/news/maharashtra-reports-58924-new-covid19-cases/1343241678,,"After days of reporting record surge in daily Covid-19 cases, Maharashtra on Monday finally saw a sl ..."
"Coronavirus Update: 2.56 Lakh Fresh Covid Cases, 1,619 ...",3 min,https://www.hotstar.com/in/news/coronavirus-update-256-lakh-fresh-covid-cases-1619-deaths-in-new-record-high-for-india/1804056586,,"A day earlier, the Czech Republic also expelled 18 Russian diplomats from the country."
"Amid COVID-19 surge, US to avoid travelling to India",1 min,https://www.hotstar.com/in/news/amid-covid19-surge-us-to-avoid-travelling-to-india/1111453852,,India has been battling with the second wave of Covid-19. Over 2 lakh new cases of Covid were report ...
Bengal: BJP to hold only small rallies says JP Nadda,2 min,https://www.hotstar.com/in/news/bengal-bjp-to-hold-only-small-rallies-says-jp-nadda/1343241598,,"Amid the rise in Coronavirus cases in West Bengal, Bharatiya Janata Party (BJP) national president J ..."
Covid-19 vaccine for everyone above,3 min,https://www.hotstar.com/in/news/covid19-vaccine-for-everyone-above/1804056565,,"18 from May 1, PM Modi gives go ahead."
Allahabad HC orders lockdown in UP five cities,4 min,https://www.hotstar.com/in/news/allahabad-hc-orders-lockdown-in-up-five-cities/1343241458,,Coronavirus cases are rising in Uttar Pradesh. The state reported more than 28 thousand cases and 16 ...
"Delhi lockdown announced, long queues outside liquor sh ...",5 min,https://www.hotstar.com/in/news/delhi-lockdown-announced-long-queues-outside-liquor-shops/1343241277,,Long queues of tipplers were seen outside liquoir shops in Delhi minutes after Chief Minister Arvind ...
Delhi under lockdown: People queue up outside liquor sh ...,1 min,https://www.hotstar.com/in/news/delhi-under-lockdown-people-queue-up-outside-liquor-shops/1111453754,,"In the wake of the unabated resurgence of new Covid-19 cases in the national capital, Delhi Chief Mi ..."
Delhi Covid Crisis: CM Kejriwal appeals workers not to ...,16 min,https://www.hotstar.com/in/news/delhi-covid-crisis-cm-kejriwal-appeals-workers-not-to-leave/1111453755,,Delhi CM Arvind Kejriwal has appealed to migrant workers not to leave the city while reassuring them ...
Covid-19 second wave: Lockdown In Delhi From 10 PM Toni ...,6 min,https://www.hotstar.com/in/news/covid19-second-wave-lockdown-in-delhi-from-10-pm-tonight-till-april-26/1804056468,,"The lockdown in Delhi will start from 10 tonight and will be in force till 5 am next Monday, said ch ..."
Lockdown: Here's what Delhi CM said during press briefi ...,11 min,https://www.hotstar.com/in/news/lockdown-heres-what-delhi-cm-said-during-press-briefing/1343241254,,Delhi government will be enforcing lockdown in the city starting Monday night for a week till April ...
Covid-19 second wave: Lockdown in Delhi from tonight ti ...,5 min,https://www.hotstar.com/in/news/covid19-second-wave-lockdown-in-delhi-from-tonight-till-next-monday-morning/1804056467,,The lockdown will kick in at 10 pm tonight and stay in force till 5 am on April 26.
"Corona crisis in Delhi, Kejriwal addresses press confer ...",3 min,https://www.hotstar.com/in/news/corona-crisis-in-delhi-kejriwal-addresses-press-conference/1343241244,,Delhi government will be enforcing lockdown in the city starting Monday midnight for a week till Apr ...
Corona Crisis-1 week Lockdown to be imposed in Delhi: S ...,1 min,https://www.hotstar.com/in/news/corona-crisis1-week-lockdown-to-be-imposed-in-delhi-source/1111453743,,"In view of the surging cases in Delhi, a lockdown imposed from tonight till next Monday. Delhi Chief ..."
Corona: Total curfew in Delhi from tonight,3 min,https://www.hotstar.com/in/news/corona-total-curfew-in-delhi-from-tonight/1343241215,,Delhi will be under complete curfew from tonight to next Monday morning amid a record rise in corona ...
PM Modi to hold meeting on covid situation,30 sec,https://www.hotstar.com/in/news/pm-modi-to-hold-meeting-on-covid-situation/1343241206,,Prime Minister Narendra Modi will hold a meeting to discuss the coronavirus crisis in the country as ...
Corona Crisis: PM Modi to chair meet today at 11:30 am,2 min,https://www.hotstar.com/in/news/corona-crisis-pm-modi-to-chair-meet-today-at-1130-am/1111453737,,Prime Minister Narendra Modi will preside over an important meeting to dicuss the status of Covid ca ...
Bengal: Mamata Banerjee decides to curtail her poll cam ...,33 sec,https://www.hotstar.com/in/news/bengal-mamata-banerjee-decides-to-curtail-her-poll-campaign/1343241193,,"In light of the deteriorating Covid situation in Bengal, TMC supremo Mamata Banerjee decides to curt ..."
"Sardar Patel covid care centre revived, 50 beds left",2 min,https://www.hotstar.com/in/news/sardar-patel-covid-care-centre-revived-50-beds-left/1343241190,,"India has registered its highest-ever single-day spike of over 2.73 lakh Covid-19 cases, according t ..."
Corona Crisis: Sensex tanks over 1000 points,1 min,https://www.hotstar.com/in/news/corona-crisis-sensex-tanks-over-1000-points/1111453732,,The rising Covid cases is showing an impact in the stock market. The BSE Sensex has fallen nearly 10 ...
No ICU beds available at Delhi Covid wards,2 min,https://www.hotstar.com/in/news/no-icu-beds-available-at-delhi-covid-wards/1343241176,,Delhi's hospitals are fast running out of ICU beds with or without ventilators even as the city cont ...
"Delhi to get 350 metric Tonnes of oxygen, Says Piyush G ...",1 min,https://www.hotstar.com/in/news/delhi-to-get-350-metric-tonnes-of-oxygen-says-piyush-goyal/1343241158,,"""After an elaborate meeting with 12 states, Central government did mapping along with state governme ..."
"Coronavirus: India records 2.75 lakh new cases, 1,620 d ...",3 min,https://www.hotstar.com/in/news/coronavirus-india-records-275-lakh-new-cases-1620-deaths-on-april-18/1804056422,,"A positivity rate of 16.7% means that one out of every six samples being tested returned positive, a ..."
Bihar: JDU MLA Mewalal Chaudhary dies of Covid,1 min,https://www.hotstar.com/in/news/bihar-jdu-mla-mewalal-chaudhary-dies-of-covid/1111453704,,Former Bihar education minister Mewalal Chaudhary has lost his life due to COVID-19. JDU leader was ...
Two Delhi Private Hospitals booked for giving wrong inf ...,2 min,https://www.hotstar.com/in/news/two-delhi-private-hospitals-booked-for-giving-wrong-information/1802225307,,COVID19 : Two Delhi Private Hospitals booked for giving wrong information
Delhi news live: Covid-19 positivity rate has increased ...,5 min,https://www.hotstar.com/in/news/delhi-news-live-covid19-positivity-rate-has-increased-to-30-in-delhi-says-arvind-kejriwal/1804056349,,"The city recorded 24,375 fresh cases and 167 deaths, CM Arvind Kejriwal said."
Requests raised to increase doctors and nurses in Covid ...,2 min,https://www.hotstar.com/in/news/requests-raised-to-increase-doctors-and-nurses-in-covid-wards-as-it-spreads-faster-than-before/1902002087,,Requests raised to increase doctors and nurses in Covid wards as it spreads faster than before
Graduated young chain snatchers arrested in Chennai; Po ...,2 min,https://www.hotstar.com/in/news/graduated-young-chain-snatchers-arrested-in-chennai-police-seized-40-sawran-gold-from-them/1902002086,,Graduated young chain snatchers arrested in Chennai; Police seized 40 Sawran gold from them
More than 1 lakh tested Corona positive at Tamilnadu in ...,1 min,https://www.hotstar.com/in/news/more-than-1-lakh-tested-corona-positive-at-tamilnadu-in-past-18-days/1902002085,,More than 1 lakh tested Corona positive at Tamilnadu in past 18 days
Will a helicopter fly in planets other than Earth? - NA ...,2 min,https://www.hotstar.com/in/news/will-a-helicopter-fly-in-planets-other-than-earth-nasa-research/1902002084,,Will a helicopter fly in planets other than Earth? - NASA research
Ramnad fisherman wife waiting for husband with 4 month ...,3 min,https://www.hotstar.com/in/news/ramnad-fisherman-wife-waiting-for-husband-with-4-month-old-baby-who-missed-in-arabian-sea-after-ship-hit-on-boat/1902002083,,Ramnad fisherman wife waiting for husband with 4 month old baby who missed in arabian sea after ship ...
A very good weird - Israel drops wearing mask at outdo ...,2 min,https://www.hotstar.com/in/news/a-very-good-weird-israel-drops-wearing-mask-at-outdoor/1902002082,,A very good weird - Israel drops wearing mask at outdoor
Will Tamil nadu have enough Oxygen to provide Covid pat ...,2 min,https://www.hotstar.com/in/news/will-tamil-nadu-have-enough-oxygen-to-provide-covid-patients/1902002081,,Will Tamil nadu have enough Oxygen to provide Covid patients?
Corona patients struggling to get beds in Corona hospit ...,3 min,https://www.hotstar.com/in/news/corona-patients-struggling-to-get-beds-in-corona-hospitals-all-over-india/1902002080,,Corona patients struggling to get beds in Corona hospitals all over India
covid 19 vaccination is happening at faster pace in Tel ...,3 min,https://www.hotstar.com/in/news/covid-19-vaccination-is-happening-at-faster-pace-in-telangana/1903000835,,Covid 19 Vaccine campaign Drives will be conducted - KTR
20 Lakhs+ Active Corona cases in India | TV5,5 min,https://www.hotstar.com/in/news/20-lakhs-active-corona-cases-in-india-tv5/1903000834,,20 Lakhs+ Active Corona cases in India and 2.59 lakh new cases registered Yesterday
AP CM YS Jagan Released First Instalment of Jagananna V ...,14 min,https://www.hotstar.com/in/news/ap-cm-ys-jagan-released-first-instalment-of-jagananna-vidya-deevena/1410018242,,The first installment of Jagananna Vidya Deevena of Rs 671.45 Crore is directly credited into the mo ...
CM Arvind Kejriwal announces 6 days lockdown in Delhi,2 min,https://www.hotstar.com/in/news/cm-arvind-kejriwal-announces-6-days-lockdown-in-delhi/1410018240,,"In the wake of rising coronavirus cases, Delhi CM held a key meeting with Lieutenant Governor Anil B ..."
Vijayawada: Actor Naresh complains against Keystone Inf ...,9 min,https://www.hotstar.com/in/news/vijayawada-actor-naresh-complains-against-keystone-infra-srinivas/1410018238,,Actors Krishna and Vijayanirmala were cheated of 7 crores by Srinivas
Oxygen cylinder rates hiked amid corona crisis,7 min,https://www.hotstar.com/in/news/oxygen-cylinder-rates-hiked-amid-corona-crisis/1410018237,,Oxygen cylinder rates have been hiked by manufacturers in West Godavari
TDP Atchennaidu challenges YCP to take oath in front of ...,6 min,https://www.hotstar.com/in/news/tdp-atchennaidu-challenges-ycp-to-take-oath-in-front-of-lord-balaji/1410018235,,TDP senior leader accuses YCP of polling fake votes in Tirupati by-poll
Tirupati Fake Voters Issue | TV5 News,7 min,https://www.hotstar.com/in/news/tirupati-fake-voters-issue-tv5-news/1903000833,,Tirupati Fake Voters Issue | TV5 News
..? | Corrupted Leader In Vijayawada | TV5 News,4 min,https://www.hotstar.com/in/news/-corrupted-leader-in-vijayawada-tv5-news/1903000832,,..? | Corrupted Leader In Vijayawada | TV5 News
Corona Latest Updates In Telugu States | TV5 News,2 min,https://www.hotstar.com/in/news/corona-latest-updates-in-telugu-states-tv5-news/1903000831,,Corona Latest Updates In Telugu States | TV5 News
Corona effect on Tirumala darshan,2 min,https://www.hotstar.com/in/news/corona-effect-on-tirumala-darshan/1410018190,,"As cases spike in state TTD Board had decided to issue 15,000 tickets from May 1st onwards"
"I lost my sister, who will tie me rakhi now? Says griev ...",8 min,https://www.hotstar.com/in/news/i-lost-my-sister-who-will-tie-me-rakhi-now-says-grieving-boy-of-jithada-family-murder/1410018189,,Accused has been arrested and sent to 14 days remand in Jithada family murder
Telangana corona alert: Etela says no shortage of Remed ...,3 min,https://www.hotstar.com/in/news/telangana-corona-alert-etela-says-no-shortage-of-remedesivir/1410018186,,Corona infected can approach government centre for Remedesivir says Health Minister
Nagarjuna Sagar by-poll: Parties confident of win,2 min,https://www.hotstar.com/in/news/nagarjuna-sagar-bypoll-parties-confident-of-win/1410018185,,TRS candidate Nomula Bhagat expressed confidence over win
TDP Panabaka Lakshmi challenges Peddi Reddy on rigging,9 min,https://www.hotstar.com/in/news/tdp-panabaka-lakshmi-challenges-peddi-reddy-on-rigging/1410018183,,TDP leader asks Peddi Reddy to come to Tirumala and take oath that YCP is not involved in rigging
Corona: Police arrest some people for not wearing masks,3 min,https://www.hotstar.com/in/news/corona-police-arrest-some-people-for-not-wearing-masks/1130810554,,The police of the Shyampukur police station were seen very active to spread awareness against corona ...
Corona: Congress MP Rahul Gandhi slams the Modi governm ...,5 min,https://www.hotstar.com/in/news/corona-congress-mp-rahul-gandhi-slams-the-modi-government/1130810551,,Congress MP Rahul Gandhi once again has slammed the Modi government over the corona situation across ...
Sagar Dutta Hospital has converted to covid hospital ag ...,3 min,https://www.hotstar.com/in/news/sagar-dutta-hospital-has-converted-to-covid-hospital-again/1130810552,,College of Medicine & Sagore Dutta Hospital has converted into covid hospital again. It has been dec ...
"Blast in Birbhum's Mallarpur before the election, 2 inj ...",5 min,https://www.hotstar.com/in/news/blast-in-birbhums-mallarpur-before-the-election-2-injured/1130810549,,Explosion at Banaspur village of Mallarpur police station in Birbhum on Monday night. Police suspect ...
No social distancing were seen in crowded market in Deg ...,2 min,https://www.hotstar.com/in/news/no-social-distancing-were-seen-in-crowded-market-in-deganga/1130810545,,No social distancing was seen in a crowded market in Deganga on Tuesday Morning. A large crowd was s ...
Active Covid Cases Come Down As 2.59 Lakh Reported,5 min,https://www.hotstar.com/in/news/active-covid-cases-come-down-as-259-lakh-reported/1130810544,,"A day after 2.7 lakh active cases were reported, India now has reported 2,59,170 new COVID-19 cases, ..."
Actor Indrasish Roy holds a visit to the Kolkata Port A ...,13 min,https://www.hotstar.com/in/news/actor-indrasish-roy-holds-a-visit-to-the-kolkata-port-ac/1130810546,,There are a few days left for the assembly election in the Kolkata Port assembly constituency. Befor ...
Clash with police over stopping Basanti Pujo in Sabang,3 min,https://www.hotstar.com/in/news/clash-with-police-over-stopping-basanti-pujo-in-sabang/1130810538,,Organizers clash with police over stopping Basanti Pujo in Corona situation. The incident took place ...
"WB Election 2021: TMC-ISF clash in Amdanga, 2 injured",3 min,https://www.hotstar.com/in/news/wb-election-2021-tmcisf-clash-in-amdanga-2-injured/1130810542,,Trinamool-ISF clash in Amdanga of North 24 Parganas. Two ISF activists were injured in the clash. IS ...
Corona: Shocking incident takes place in TS Jaiswal Hos ...,3 min,https://www.hotstar.com/in/news/corona-shocking-incident-takes-place-in-ts-jaiswal-hospital/1130810535,,A shocking allegation was made against the TS Jaiswal Hospital in Howrah that a patient's family was ...
Corona: Lack of awareness of the people seen in New Mar ...,3 min,https://www.hotstar.com/in/news/corona-lack-of-awareness-of-the-people-seen-in-new-market/1130810531,,The corona situation in Bengal has become a regular threat across the country. Amid this alarming si ...
Congress worker dies in Murshidabad in a political viol ...,4 min,https://www.hotstar.com/in/news/congress-worker-dies-in-murshidabad-in-a-political-violence/1130810525,,Political violence has taken place in Murshidabad before the assembly election over there. A Congres ...
Govt and Govt-aided schools are getting closed from Tod ...,3 min,https://www.hotstar.com/in/news/govt-and-govtaided-schools-are-getting-closed-from-today/1130810523,,"The second wave of corona in India has again become the real threat. In this situation, the state ed ..."
Political rallies continue to happen amid the corona cr ...,3 min,https://www.hotstar.com/in/news/political-rallies-continue-to-happen-amid-the-corona-crisis/1130810520,,"According to the state health department, in the last two weeks, the number of corona cases and the ..."
"Corona: 'Lockdown is not the solution', says Mamata Ban ...",5 min,https://www.hotstar.com/in/news/corona-lockdown-is-not-the-solution-says-mamata-banerjee/1130810519,,"The corona situation in Bengal is terrible. On the one hand, the number of daily cases is constantly ..."
Corona: State is to set up 3000 safe homes in Kolkata,3 min,https://www.hotstar.com/in/news/corona-state-is-to-set-up-3000-safe-homes-in-kolkata/1130810518,,"Checking the surging daily corona cases, state government has decided to set up safe homes across th ..."
Morning Headlines: ABP Ananda Top News: Morning News,3 min,https://www.hotstar.com/in/news/morning-headlines-abp-ananda-top-news-morning-news/1130810515,,The corona vaccine will be available for people of age 18 and more. This will be effective from May ...
War of words between TMC and BJP on covid situation,4 min,https://www.hotstar.com/in/news/war-of-words-between-tmc-and-bjp-on-covid-situation/1130810493,,"Mamata Banerjee on Monday slammed the Center over the Corona situation in the state. ""There is a vac ..."
"Once BJP government is formed, rule of law will begin: ...",4 min,https://www.hotstar.com/in/news/once-bjp-government-is-formed-rule-of-law-will-begin-nadda/1130810469,,"BJP All India President JP Nadda addresses an election rally at Suri, Birbhum. There he said, ‘Devel ..."
"SP of Birbhum, SDPO of Bolpur removed by EC before elec ...",3 min,https://www.hotstar.com/in/news/sp-of-birbhum-sdpo-of-bolpur-removed-by-ec-before-election/1130810466,,"Before the vote, the Election Commission removed the Superintendent of Police of Birbhum. The new SP ..."
Crisis of vaccine in various districts of West Bengal,4 min,https://www.hotstar.com/in/news/crisis-of-vaccine-in-various-districts-of-west-bengal/1130810462,,"Vaccine crisis in several districts of the state, Vaccine crisis has been observed in Kurseong Sub-d ..."
No meeting of Modi will be canceled due to covid situat ...,3 min,https://www.hotstar.com/in/news/no-meeting-of-modi-will-be-canceled-due-to-covid-situation/1130810460,,No meeting of Modi is being cancelled in West Bengal. According to sources remaining 4 public meetin ...
No major rally of Mamata Banerjee in Kolkata,6 min,https://www.hotstar.com/in/news/no-major-rally-of-mamata-banerjee-in-kolkata/1130810455,,"Corona infection is increasing in the country. In this situation, Mamata Banerjee said, ""I beg EC no ..."
Summer vacation in schools will begin from tomorrow: Ma ...,6 min,https://www.hotstar.com/in/news/summer-vacation-in-schools-will-begin-from-tomorrow-mamata/1130810449,,"Corona infection is increasing in the country. Mamata Banerjee said, ""I beg the election commission ..."
Modi's rallies are not cancelled in Bengal: Kailash,3 min,https://www.hotstar.com/in/news/modis-rallies-are-not-cancelled-in-bengal-kailash/1130810448,,Narendra Modi's campaign rallies are not cancelled in the Corona situation. The rallies will be orga ...
Covid patients also have to cast votes: Mamata,3 min,https://www.hotstar.com/in/news/covid-patients-also-have-to-cast-votes-mamata/1130810444,,Mamata Banerjee addresses an election rally in Kaliagangue. There she attacked BJP about the Sitalku ...
We want ballots as a reply of bullets in Sitalkuchi: Ma ...,5 min,https://www.hotstar.com/in/news/we-want-ballots-as-a-reply-of-bullets-in-sitalkuchi-mamata/1130810422,,"Mamata Banerjee Addresses an election rally at Chakulia today. There she said, ‘Trinamool Congress g ..."
Corona: Bengal decided to close all schools from tomorr ...,3 min,https://www.hotstar.com/in/news/corona-bengal-decided-to-close-all-schools-from-tomorrow/1130810415,,"The number of daily corona infections is increasing day by day in Bengal. In this situation, multipl ..."
BJP worker Dilip Kirtaniya thrashed to death in Nadia,3 min,https://www.hotstar.com/in/news/bjp-worker-dilip-kirtaniya-thrashed-to-death-in-nadia/1130810372,,A BJP worker was killed allegedly by those suspected to have links with the Trinamul Congress at Cha ...
West Bengal Election 2021: BJP candidate shot at in Mal ...,3 min,https://www.hotstar.com/in/news/west-bengal-election-2021-bjp-candidate-shot-at-in-malda/1130810371,,BJP’s Malda candidate Gopal Chandra Saha (52) was allegedly shot at while he was returning from camp ...
BJP Malda candidate shot at after meeting,3 min,https://www.hotstar.com/in/news/bjp-malda-candidate-shot-at-after-meeting/1130810369,,BJP’s Malda candidate Gopal Chandra Saha (52) was allegedly shot at while he was returning from camp ...
BJP candidate was shot in Malda during campaign,5 min,https://www.hotstar.com/in/news/bjp-candidate-was-shot-in-malda-during-campaign/1130810356,,BJP candidate shot in Malda. BJP candidate Gopal Chandra Saha has been shot Sunday evening. He was s ...
TMC attacks PM Modi on covid situation in the country,3 min,https://www.hotstar.com/in/news/tmc-attacks-pm-modi-on-covid-situation-in-the-country/1130810337,,The Trinamool Congress held a press conference on Sunday highlighting the Centre's failure to deal w ...
Government issued new order to contain coronavirus spre ...,3 min,https://www.hotstar.com/in/news/government-issued-new-order-to-contain-coronavirus-spread/1130810333,,The state government has issued a new order to contain corona spread. Masks are becoming mandatory i ...
Mamata Banerjee held a roadshow in south Kolkata on Sun ...,5 min,https://www.hotstar.com/in/news/mamata-banerjee-held-a-roadshow-in-south-kolkata-on-sunday/1130810314,,Trinamool Congress leader Mamata Banerjee held a roadshow in south Kolkata from Dhakuria to Kalighat ...
Corona: Ujjal Biswas tested Positive for Covid-19,4 min,https://www.hotstar.com/in/news/corona-ujjal-biswas-tested-positive-for-covid19/1130810308,,Seven candidates of different parties contesting the ongoing assembly election in West Bengal have t ...
All possible support being extended to states to fight ...,3 min,https://www.hotstar.com/in/news/all-possible-support-being-extended-to-states-to-fight-covid/1130810304,,"Amid rising Covid-19 cases across the country, Union Health and Family Welfare Minister Dr Harsh Var ..."
Unrest erupts in Bidhannagar assembly constituency,3 min,https://www.hotstar.com/in/news/unrest-erupts-in-bidhannagar-assembly-constituency/1130810301,,Unrest erupted in Bidhannagar assembly constituency. Outgoing councilor of Trinamool has been accuse ...
Beach Beautification,2 min,https://www.hotstar.com/in/news/beach-beautification/1901003950,,Beautification of Kozhikode Beach
Role Model School,2 min,https://www.hotstar.com/in/news/role-model-school/1901003946,,Government L P School Kodaly
Nominations filed by LDF Candidates,2 min,https://www.hotstar.com/in/news/nominations-filed-by-ldf-candidates/1901003944,,"Rajya Sabha Election | John Brittas | Dr V Sivadasan , LDF ,Rjya Sabha"
Muval Samosa,2 min,https://www.hotstar.com/in/news/muval-samosa/1901003941,,A Ramzan Special Food
' Kuvi ' Dog Pettimudi,2 min,https://www.hotstar.com/in/news/-kuvi-dog-pettimudi/1901003934,,Pettimudi 's Kuvi returns home affter eight months
Animal Skulls found in Ponmudi,54 sec,https://www.hotstar.com/in/news/animal-skulls-found-in-ponmudi/1901003933,,Skulls of Deer and Baffalo Bull found in Ponmudi
Tali Temple Pond,2 min,https://www.hotstar.com/in/news/tali-temple-pond/1901003931,,Renovation works started
Padayani Kolam Making,4 min,https://www.hotstar.com/in/news/padayani-kolam-making/1901003930,,"Padayani Kolam Making at Kadammanitta , Pathanamthitta | Ritual Art Form of Kerala | Mask Making"
"Mass Testing Campaign , Kerala",1 min,https://www.hotstar.com/in/news/mass-testing-campaign-kerala/1901003929,,Mass Covid Testing Campaign a success
Delhi couple arrested for misbehaving with cops on Covi ...,1 min,https://www.hotstar.com/in/news/delhi-couple-arrested-for-misbehaving-with-cops-on-covid19-duty/1351792831,,A Delhi couple were arrested on Monday for abusing the police after they were stopped for not wearin ...
"Ripple effect: After Delhi, now migrants in Covid-hit G ...",2 min,https://www.hotstar.com/in/news/ripple-effect-after-delhi-now-migrants-in-covidhit-gujarat-rush-back-home/1351792832,,After hundreds of migrant workers in Delhi were seen leaving for their home states from the Anand Vi ...
"Maharashtra sees slight dip in daily spike with 58,924 ...",2 min,https://www.hotstar.com/in/news/maharashtra-sees-slight-dip-in-daily-spike-with-58924-new-covid19-cases/1351792821,,"After days of reporting record surge in daily Covid-19 cases, Maharashtra on Monday finally saw a sl ..."
Centre announces Covid-19 vaccine for all adults from M ...,2 min,https://www.hotstar.com/in/news/centre-announces-covid19-vaccine-for-all-adults-from-may-1-allows-state-govts-to-procure-vials-from-manufacturers/1351792811,,The Covid-19 vaccination drive will open for all persons above 18 years from May 1. The decision was ...
How can India tide over oxygen and other shortfalls ami ...,19 min,https://www.hotstar.com/in/news/how-can-india-tide-over-oxygen-and-other-shortfalls-amid-covid19-second-wave/1351792803,,The second wave of Covid-19 continues to sweep across the country. Social media is flooded with crie ...
NASA’s Ingenuity Mars helicopter succeeds in historic f ...,19 sec,https://www.hotstar.com/in/news/nasas-ingenuity-mars-helicopter-succeeds-in-historic-first-flight/1351792798,,"NASA’s Ingenuity Mars Helicopter became the first aircraft in history to make a powered, controlled ..."
"Hours after mothers' cremation, 2 Gujarat doctors back ...",2 min,https://www.hotstar.com/in/news/hours-after-mothers-cremation-2-gujarat-doctors-back-on-duty/1351792800,,"Hours after losing their mothers, two doctors in Gujarat, despite the emotional setback, were back t ..."
"Remdesivir not magic bullet, does not reduce mortality, ...",5 min,https://www.hotstar.com/in/news/remdesivir-not-magic-bullet-does-not-reduce-mortality-say-health-experts/1351792792,,"Amid a huge spike in Covid-19 cases leading to increased demand for medicines to treat coronavirus, ..."
BJP decides to cancel big rallies in West Bengal amid C ...,38 sec,https://www.hotstar.com/in/news/bjp-decides-to-cancel-big-rallies-in-west-bengal-amid-covid19-surge/1351792781,,"Bharatiya Janata Party (BJP) national president JP Nadda on Monday announced that all party leaders, ..."
"Home Minister Amit Shah on Covid-19 crisis, vaccine pol ...",41 min,https://www.hotstar.com/in/news/home-minister-amit-shah-on-covid19-crisis-vaccine-politics-battle-for-bengal-more-exclusive/1351792760,,"India Today's exclusive interview with Union Home Minister Amit Shah on India's Coronavirus crisis, ..."
"Despite Delhi CM Arvind Kejriwal's appeal, migrant work ...",32 sec,https://www.hotstar.com/in/news/despite-delhi-cm-arvind-kejriwals-appeal-migrant-workers-gather-at-anand-vihar-bus-terminal-to-return-home/1351792752,,Soon after the Delhi Chief Minister Arvind Kejriwal said that the present lockdown in the city was a ...
NASA aims for historic helicopter flight on Mars,36 sec,https://www.hotstar.com/in/news/nasa-aims-for-historic-helicopter-flight-on-mars/1351792756,,NASA is hoping to make history on early Monday when the Ingenuity Mars Helicopter attempts the first ...
