,id,title,option1,option2,option3,sku,requires_shipping,taxable,featured_image,available,price,grams,compare_at_price,position,product_id,created_at,updated_at,handle,product_type,img
75,32103692238910,The Hollis Onyx,10.5,EE,,HBB508105E,True,True,,False,269.00,2041,350.00,16,4589124976702,2020-06-10T14:14:16-05:00,2021-03-26T16:55:15-05:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
76,32103692271678,The Hollis Onyx,11,D,,HBB508011,True,True,,True,269.00,2041,350.00,17,4589124976702,2020-06-10T14:14:16-05:00,2021-04-04T17:34:45-05:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
77,32103692304446,The Hollis Onyx,11,EE,,HBB508011E,True,True,,True,269.00,2041,350.00,18,4589124976702,2020-06-10T14:14:16-05:00,2021-04-02T08:26:21-05:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
78,32103692337214,The Hollis Onyx,11.5,D,,HBB508115,True,True,,True,269.00,2041,350.00,19,4589124976702,2020-06-10T14:14:16-05:00,2021-03-16T10:32:22-05:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
79,32103692369982,The Hollis Onyx,11.5,EE,,HBB508115E,True,True,,True,269.00,2041,350.00,20,4589124976702,2020-06-10T14:14:16-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
80,32103692402750,The Hollis Onyx,12,D,,HBB508012,True,True,,True,269.00,2041,350.00,21,4589124976702,2020-06-10T14:14:16-05:00,2021-02-24T17:10:35-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
81,32103692435518,The Hollis Onyx,12,EE,,HBB508012E,True,True,,True,269.00,2041,350.00,22,4589124976702,2020-06-10T14:14:16-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
82,32103692468286,The Hollis Onyx,13,D,,HBB508013,True,True,,True,269.00,2041,350.00,23,4589124976702,2020-06-10T14:14:16-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
83,32103692501054,The Hollis Onyx,13,EE,,HBB508013E,True,True,,True,269.00,2041,350.00,24,4589124976702,2020-06-10T14:14:16-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
84,32103692533822,The Hollis Onyx,14,D,,HBB508014,True,True,,True,269.00,2041,350.00,25,4589124976702,2020-06-10T14:14:16-05:00,2021-02-26T15:49:00-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
85,32103692599358,The Hollis Onyx,15,D,,HBB508015,True,True,,True,269.00,2041,350.00,26,4589124976702,2020-06-10T14:14:16-05:00,2021-02-24T12:38:52-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
86,32103692664894,The Hollis Onyx,16,D,,HBB508016,True,True,,True,269.00,2041,350.00,27,4589124976702,2020-06-10T14:14:16-05:00,2021-02-24T12:38:52-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
